name,size,unit,portions,nutrition,ingredients
Mansikka-rahkajuoma,250,g,3,"{'CarbohydratePerPortion': '16.00', 'CarbohydratePerUnit': '6.40', 'ProteinPerPortion': '15.00', 'ProteinPerUnit': '6.00', 'FatPerPortion': '9.00', 'FatPerUnit': '3.60', 'KcalPerPortion': '205.00', 'KcalPerUnit': '82.00'}","{'Pirkka auringonkukansiemeniä': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka suomalaisia mansikoita (pakaste)': {'Unit': 'ps', 'Amount': '1/2'}, 'Pirkka rasvatonta mietoa maitorahkaa': {'Unit': 'tlk', 'Amount': '1'}, 'maitoa': {'Unit': 'dl', 'Amount': 'n. 2'}}"
Mango-jogurttisohjo,140,g,6,"{'CarbohydratePerPortion': '18.00', 'CarbohydratePerUnit': '12.86', 'ProteinPerPortion': '2.00', 'ProteinPerUnit': '1.43', 'FatPerPortion': '2.00', 'FatPerUnit': '1.43', 'KcalPerPortion': '95.00', 'KcalPerUnit': '67.86'}","{'Pirkka syöntikypsää mangoa': {'Unit': '', 'Amount': '2'}, 'maustamatonta jogurttia': {'Unit': 'dl', 'Amount': '3'}}"
Thaimaalaiset lihapullat,135,g,6,"{'CarbohydratePerPortion': '8.00', 'CarbohydratePerUnit': '5.93', 'ProteinPerPortion': '15.00', 'ProteinPerUnit': '11.11', 'FatPerPortion': '13.00', 'FatPerUnit': '9.63', 'KcalPerPortion': '210.00', 'KcalPerUnit': '155.56'}","{'Pirkka naudan jauhelihaa (17 %)': {'Unit': 'g', 'Amount': '400'}, 'Pirkka korppujauhoja': {'Unit': 'dl', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '2'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'kananmuna': {'Unit': '', 'Amount': '1'}, 'punaista currytahnaa': {'Unit': 'rkl', 'Amount': '3'}, 'Pirkka kalakastiketta': {'Unit': 'rkl', 'Amount': '1 1/2'}, 'korianteria hienonnettuna': {'Unit': 'dl', 'Amount': '1'}}"
Lohisalaatti Thaimaalaisittain,195,g,6,"{'CarbohydratePerPortion': '6.00', 'CarbohydratePerUnit': '3.08', 'ProteinPerPortion': '9.00', 'ProteinPerUnit': '4.62', 'FatPerPortion': '14.00', 'FatPerUnit': '7.18', 'KcalPerPortion': '180.00', 'KcalPerUnit': '92.31'}","{'Pirkka jääsalaatti': {'Unit': '', 'Amount': '1'}, 'Pirkka lollo rosso': {'Unit': '', 'Amount': '1'}, 'purjo': {'Unit': '', 'Amount': '1/2'}, 'tomaattia': {'Unit': '', 'Amount': '3'}, 'kurkku': {'Unit': '', 'Amount': '1'}, 'graavikirjolohta': {'Unit': 'pkt', 'Amount': '1'}, 'limetinkuorta raastettuna': {'Unit': 'tl', 'Amount': '2'}, 'limetinmehua': {'Unit': 'rkl', 'Amount': '3-4'}, 'Pirkka mieto punainen chili': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'soijakastiketta': {'Unit': 'rkl', 'Amount': '1/2-1'}, 'sokeria': {'Unit': 'tl', 'Amount': '1'}, 'tuoretta korianteria hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka pähkinäsekoitusta': {'Unit': 'ps', 'Amount': '1/2'}, 'Pirkka juoksevaa hunajaa': {'Unit': 'rkl', 'Amount': '1'}}"
Tummat vadelma-tuorejuustomuffinit,70,g,15,"{'CarbohydratePerPortion': '26.00', 'CarbohydratePerUnit': '37.14', 'ProteinPerPortion': '4.00', 'ProteinPerUnit': '5.71', 'FatPerPortion': '13.00', 'FatPerUnit': '18.57', 'KcalPerPortion': '235.00', 'KcalPerUnit': '335.71'}","{'vehnäjauhoja': {'Unit': 'dl', 'Amount': '3 3/4'}, 'Pirkka leivinjauhetta': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka vanilliinisokeria': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka kaakaojauhetta (tummaa)': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka leivontamargariinia': {'Unit': 'g', 'Amount': '200'}, 'sokeria': {'Unit': 'dl', 'Amount': '2 1/2'}, 'Pirkka Luomu kananmunaa': {'Unit': '', 'Amount': '3'}, 'Pirkka kevytmaitoa': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka vadelmia (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka vaniljatuorejuustoa': {'Unit': 'rs', 'Amount': '1/2'}, 'Pirkka amerikan muffinivuokia': {'Unit': 'kpl', 'Amount': '15'}}"
Katkaraputäytteiset kevätkääryleet,40,g,24,"{'CarbohydratePerPortion': '10.00', 'CarbohydratePerUnit': '25.00', 'ProteinPerPortion': '5.00', 'ProteinPerUnit': '12.50', 'FatPerPortion': '1.00', 'FatPerUnit': '2.50', 'KcalPerPortion': '70.00', 'KcalPerUnit': '175.00'}","{'filotaikinalevyjä (Kanaki)': {'Unit': 'kpl', 'Amount': '8'}, 'kevätsipulia': {'Unit': 'ps', 'Amount': '1'}, 'tuoreita pinaatinlehtiä': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka pieniä katkarapuja': {'Unit': 'ps', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'inkivääritahnaa': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka kalakastiketta': {'Unit': 'rkl', 'Amount': '1'}}"
Bataattileipä,,g,2,"{'CarbohydratePerUnit': '33.33', 'ProteinPerUnit': '8.00', 'FatPerUnit': '8.00', 'KcalPerUnit': '246.67'}","{'Pirkka bataattisosetta': {'Unit': 'pkt', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'kuivahiivaa': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka kolmen viljan sämpyläjauhoja': {'Unit': 'dl', 'Amount': '6 1/2-7'}, 'öljyä': {'Unit': 'dl', 'Amount': '1/2'}, 'kananmuna': {'Unit': '', 'Amount': '1'}}"
Ohratto ja porsaankyljykset,400,g,3,"{'CarbohydratePerPortion': '24.00', 'CarbohydratePerUnit': '6.00', 'ProteinPerPortion': '38.00', 'ProteinPerUnit': '9.50', 'FatPerPortion': '33.00', 'FatPerUnit': '8.25', 'KcalPerPortion': '548.00', 'KcalPerUnit': '137.00'}","{'sipuli': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka esikypsytettyjä rikottuja ohrasuurimoita': {'Unit': 'dl', 'Amount': '1 1/2'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}, 'kasvisliemikuutio': {'Unit': '', 'Amount': '1'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'ruokakermaa': {'Unit': 'dl', 'Amount': '1'}, 'parmesaania raastettuna': {'Unit': 'g', 'Amount': '50'}, 'rucolaa': {'Unit': 'ruukku', 'Amount': '1'}, 'Pirkka porsaankyljyksiä': {'Unit': 'rs', 'Amount': '1'}, 'rosmariinin oksaa': {'Unit': '', 'Amount': '3'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '3'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}}"
Pasta-kinkkulaatikko,300,g,6,"{'CarbohydratePerPortion': '40.00', 'CarbohydratePerUnit': '13.33', 'ProteinPerPortion': '30.00', 'ProteinPerUnit': '10.00', 'FatPerPortion': '11.00', 'FatPerUnit': '3.67', 'KcalPerPortion': '385.00', 'KcalPerUnit': '128.33'}","{'Pirkka penne  tai gnocchi kuviopastaa': {'Unit': 'g', 'Amount': '250'}, 'Pirkka ylikypsää saunapalvikinkkua (pala)': {'Unit': 'g', 'Amount': '300'}, 'Pirkka hienonnettua pinaattia (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'iso sipuli': {'Unit': '', 'Amount': '1'}, 'kananmunaa': {'Unit': '', 'Amount': '3'}, 'maitoa': {'Unit': 'dl', 'Amount': '6'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'timjamia hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka emmental-mozzarellajuustoraastetta': {'Unit': 'dl', 'Amount': '1'}}"
"Minikebakot, avaruuskasvikset ja dippikastike",25,g,24,"{'CarbohydratePerPortion': '4.72', 'CarbohydratePerUnit': '18.86', 'ProteinPerPortion': '0.34', 'ProteinPerUnit': '1.37', 'FatPerPortion': '0.12', 'FatPerUnit': '0.49', 'KcalPerPortion': '22.36', 'KcalPerUnit': '89.44'}","{'Pirkka naudan jauhelihaa (10 %)': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka korppujauhoja': {'Unit': 'dl', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '1 1/2'}, 'kananmuna': {'Unit': '', 'Amount': '1'}, 'pizzamaustetta': {'Unit': 'tl', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '3/4'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'kurkku': {'Unit': '', 'Amount': '1'}, 'Pirkka suippopaprikaa': {'Unit': 'pkt', 'Amount': '1'}, 'kirsikkatomaatteja': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka Kevyt kermaviiliä': {'Unit': 'tlk', 'Amount': '1'}, 'ketsuppia': {'Unit': 'dl', 'Amount': '1/2'}}"
Texmex-salaatti,250,g,6,"{'CarbohydratePerPortion': '21.85', 'CarbohydratePerUnit': '8.74', 'ProteinPerPortion': '16.20', 'ProteinPerUnit': '6.48', 'FatPerPortion': '21.12', 'FatPerUnit': '8.45', 'KcalPerPortion': '339.58', 'KcalPerUnit': '135.83'}","{'Pirkka naudan jauhelihaa (17 %)': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka fajitamausteseosta': {'Unit': 'ps', 'Amount': '1/2'}, 'vettä': {'Unit': 'dl', 'Amount': '1/2'}, 'jäävuorisalaattia': {'Unit': '', 'Amount': '1/2'}, 'Pirkka miniluumutomaatteja': {'Unit': 'rs', 'Amount': '1'}, 'keltainen paprika': {'Unit': '', 'Amount': '1'}, 'kurkkua': {'Unit': '', 'Amount': '1/2'}, 'punasipuli': {'Unit': '', 'Amount': '1'}, 'Valio punaleima-emmentaljuustoraastetta': {'Unit': 'dl', 'Amount': '2'}, 'Pirkka maissilastuja': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka turkkilaista jogurttia': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka vahvaa tacokastiketta': {'Unit': 'dl', 'Amount': '1'}}"
Lohta ja tilli-sitruunakastiketta,,g,3-4,"{'CarbohydratePerUnit': '7.79', 'ProteinPerUnit': '6.20', 'FatPerUnit': '7.11', 'KcalPerUnit': '124.05'}","{'Pirkka lämminsavustettua kirjolohta': {'Unit': 'pkt', 'Amount': '2'}, 'salottisipuli': {'Unit': '', 'Amount': '1'}, 'valkosipulinkynsi hienonnettuna': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1/2'}, 'Pirkka ruokakermaa': {'Unit': 'tlk', 'Amount': '1'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '1'}, 'sitruunan raastettua kuorta': {'Unit': 'tl', 'Amount': '1'}, 'tilliä hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka mikrovalmiita pikkuperunoita (hopeapussi)': {'Unit': 'ps', 'Amount': '1'}}"
Suklaa-marjajälkiruoka,,g,4,"{'CarbohydratePerUnit': '18.27', 'ProteinPerUnit': '2.15', 'FatPerUnit': '9.40', 'KcalPerUnit': '168.11'}","{'Pirkka marjasekoitusta (pakaste)': {'Unit': 'ps', 'Amount': '1/2'}, 'vettä': {'Unit': 'dl', 'Amount': '1/2'}, 'sokeria': {'Unit': 'rkl', 'Amount': '1'}, 'Fazer taloussuklaarouhetta': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka Kevyt kermaviiliä': {'Unit': 'tlk', 'Amount': '1'}, 'Fazer sininen, hasselpähkinä ja manteli -suklaa-': {'Unit': '', 'Amount': 'n. 1/2'}}"
Rusinasoppa,200,g,4,"{'CarbohydratePerPortion': '32.44', 'CarbohydratePerUnit': '16.22', 'ProteinPerPortion': '0.90', 'ProteinPerUnit': '0.45', 'FatPerPortion': '0.16', 'FatPerUnit': '0.08', 'KcalPerPortion': '135.52', 'KcalPerUnit': '67.76'}","{'Pirkka rusinoita': {'Unit': 'ps', 'Amount': '1/2'}, 'vettä (tai laimennettua mehua)': {'Unit': 'dl', 'Amount': '7'}, 'sokeria': {'Unit': 'dl', 'Amount': '3/4'}, 'kanelitanko tai': {'Unit': '', 'Amount': '1'}, 'kanelia': {'Unit': 'tl', 'Amount': 'n. 1/2'}, 'vettä': {'Unit': 'dl', 'Amount': '1/2'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka perunajauhoja': {'Unit': 'rkl', 'Amount': '2-2 1/2'}}"
Kotoiset marmelot,,g,40-50,,
Leipäjuusto-lohialkupalat,70,g,6,"{'CarbohydratePerPortion': '1.45', 'CarbohydratePerUnit': '2.07', 'ProteinPerPortion': '12.31', 'ProteinPerUnit': '17.59', 'FatPerPortion': '14.62', 'FatPerUnit': '20.88', 'KcalPerPortion': '186.55', 'KcalPerUnit': '266.50'}","{'Pirkka leipäjuustoa': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka sitruunapestoa': {'Unit': 'rkl', 'Amount': '1'}, 'kylmäsavu- tai graavikirjolohta': {'Unit': 'pkt', 'Amount': '1/2'}}"
Välimerellinen broileripastakastike,200,g,4,"{'CarbohydratePerPortion': '5.34', 'CarbohydratePerUnit': '2.67', 'ProteinPerPortion': '21.44', 'ProteinPerUnit': '10.72', 'FatPerPortion': '10.70', 'FatPerUnit': '5.35', 'KcalPerPortion': '205.12', 'KcalPerUnit': '102.56'}","{'pappardelle nauhapastaa': {'Unit': 'g', 'Amount': '300'}, 'Pirkka broilerin fileesuikaleita, maustamaton': {'Unit': 'pkt', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': 'n. 1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'paprika': {'Unit': '', 'Amount': '1'}, 'Crème Bonjour Cuisinea, valkosipuli & yrtit': {'Unit': 'prk', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '1/2-1'}, 'Pirkka vihreitä rypäleitä': {'Unit': 'g', 'Amount': '100'}, 'kuivattua minttua': {'Unit': 'tl', 'Amount': '1/2'}}"
Liha-palsternakkapata,320,g,5,"{'CarbohydratePerPortion': '8.22', 'CarbohydratePerUnit': '2.57', 'ProteinPerPortion': '25.86', 'ProteinPerUnit': '8.08', 'FatPerPortion': '12.42', 'FatPerUnit': '3.88', 'KcalPerPortion': '246.21', 'KcalPerUnit': '76.94'}","{'Pirkka karjalanpaistilihoja': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka salottisipulia': {'Unit': 'ps', 'Amount': '1/2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1 1/2-2'}, 'kokonaisia mustapippureita': {'Unit': 'tl', 'Amount': '1/2'}, 'Pirkka Provencen mix yrttiseosta': {'Unit': 'tl', 'Amount': '2'}, 'laakerinlehteä': {'Unit': '', 'Amount': '2'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}, 'palsternakkaa': {'Unit': '', 'Amount': '2-3'}, 'porkkanaa': {'Unit': '', 'Amount': '3'}}"
"Kinkku-ananas-aurajuustopizza, pellillinen",160,g,8,"{'CarbohydratePerPortion': '25.55', 'CarbohydratePerUnit': '15.97', 'ProteinPerPortion': '12.61', 'ProteinPerUnit': '7.88', 'FatPerPortion': '10.46', 'FatPerUnit': '6.54', 'KcalPerPortion': '247.36', 'KcalPerUnit': '154.60'}","{'vettä': {'Unit': 'dl', 'Amount': '2'}, 'hiivaa': {'Unit': 'g', 'Amount': '25'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'ruisjauhoja': {'Unit': 'dl', 'Amount': '1'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '3-3 1/2'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka pastakastiketta (tomaatti-basilika)': {'Unit': 'dl', 'Amount': '2'}, 'kinkkusuikaleita': {'Unit': 'ps', 'Amount': '1'}, 'Valio pizzajuustoraastetta': {'Unit': 'ps', 'Amount': '1/2'}, 'Aura sinihomejuustomurua': {'Unit': 'ps', 'Amount': '1/2'}, 'Pirkka ananaspaloja': {'Unit': 'tlk', 'Amount': '1'}, 'salaattisekoitusta': {'Unit': 'ps', 'Amount': '1'}}"
Lindströmin mureke ja metsäsienikastike,250,g,6,"{'CarbohydratePerPortion': '13.00', 'CarbohydratePerUnit': '5.20', 'ProteinPerPortion': '18.00', 'ProteinPerUnit': '7.20', 'FatPerPortion': '24.00', 'FatPerUnit': '9.60', 'KcalPerPortion': '340.00', 'KcalPerUnit': '136.00'}","{'Pirkka naudan jauhelihaa (10 %)': {'Unit': 'g', 'Amount': '400'}, 'korppujauhoja': {'Unit': 'dl', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}, 'punajuurta': {'Unit': '', 'Amount': '3-4'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'kananmuna': {'Unit': '', 'Amount': '1'}, 'Pirkka kapriksia': {'Unit': 'rkl', 'Amount': '1 1/2'}, 'sinappia': {'Unit': 'rkl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'Pirkka haaparouskukuutioita': {'Unit': 'rs', 'Amount': '1/2'}, 'iso sipuli': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka ruisjauhoja': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka kuohukermaa': {'Unit': 'tlk', 'Amount': '1'}, 'tuoretta timjamia hienonnettuna': {'Unit': 'dl', 'Amount': '1'}}"
Uunibroileri,360,g,3,"{'CarbohydratePerPortion': '14.00', 'CarbohydratePerUnit': '3.89', 'ProteinPerPortion': '43.00', 'ProteinPerUnit': '11.94', 'FatPerPortion': '52.00', 'FatPerUnit': '14.44', 'KcalPerPortion': '695.00', 'KcalPerUnit': '193.06'}","{'Pirkka broilerin koipireisiä, marinoitu': {'Unit': 'rs', 'Amount': '1'}, 'paprikaa': {'Unit': '', 'Amount': '2'}, 'punasipulia': {'Unit': '', 'Amount': '2'}, 'Pirkka Provencen mix yrttiseosta': {'Unit': 'tl', 'Amount': '2'}, 'Pirkka pinjansiemeniä': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka salaattijuustokuutioita': {'Unit': 'prk', 'Amount': '1/2'}}"
Janssonin pannari,265,g,8,"{'CarbohydratePerPortion': '36.00', 'CarbohydratePerUnit': '13.58', 'ProteinPerPortion': '12.00', 'ProteinPerUnit': '4.53', 'FatPerPortion': '13.00', 'FatPerUnit': '4.91', 'KcalPerPortion': '305.00', 'KcalPerUnit': '115.09'}","{'maitoa': {'Unit': 'dl', 'Amount': '6'}, 'kananmunaa': {'Unit': '', 'Amount': '3'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': '3'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'perunaa': {'Unit': '', 'Amount': '6-7'}, 'iso sipuli': {'Unit': '', 'Amount': '1'}, 'rypsiöljyä': {'Unit': 'rkl', 'Amount': '3'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'ruohosipulia hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'anjovisfileitä': {'Unit': 'rs', 'Amount': '2'}, 'Pirkka Kevyt kermaviiliä': {'Unit': 'tlk', 'Amount': '1'}, 'hapahkoa omenaa (esim. Granny Smith)': {'Unit': '', 'Amount': '2'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '2'}}"
Wokatut omenat ja mantelikerma,130,g,6,"{'CarbohydratePerPortion': '12.00', 'CarbohydratePerUnit': '9.23', 'ProteinPerPortion': '2.00', 'ProteinPerUnit': '1.54', 'FatPerPortion': '20.00', 'FatPerUnit': '15.38', 'KcalPerPortion': '230.00', 'KcalPerUnit': '176.92'}","{'kiinteitä omenoita (kotimaisia tai Jonagold)': {'Unit': 'g', 'Amount': '500'}, 'Pirkka voita': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka sokeria': {'Unit': 'rkl', 'Amount': '1-2'}, 'kanelia': {'Unit': 'tl', 'Amount': '1/2'}, 'inkivääriä': {'Unit': 'tl', 'Amount': '1/2'}, 'puolukoita (pakaste)': {'Unit': 'dl', 'Amount': '1 1/2'}, 'Pirkka laktoositonta vispikermaa': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka mantelijauhetta': {'Unit': 'dl', 'Amount': '1/2'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '1'}}"
Bataatti-savujuustokeitto,430,g,2,"{'CarbohydratePerPortion': '36.00', 'CarbohydratePerUnit': '8.37', 'ProteinPerPortion': '17.00', 'ProteinPerUnit': '3.95', 'FatPerPortion': '22.00', 'FatPerUnit': '5.12', 'KcalPerPortion': '415.00', 'KcalPerUnit': '96.51'}","{'Pirkka bataattisosetta': {'Unit': 'pkt', 'Amount': '1'}, 'vettä': {'Unit': 'dl', 'Amount': '2'}, 'Pirkka sipuli': {'Unit': '', 'Amount': '1'}, 'valkosipulinkynsi': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'savusulatejuustoa': {'Unit': 'pkt', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': 'n. 1/2'}, 'tuoretta basilikaa hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}}"
Juuressalaatti,245,g,6,"{'CarbohydratePerPortion': '18.00', 'CarbohydratePerUnit': '7.35', 'ProteinPerPortion': '4.00', 'ProteinPerUnit': '1.63', 'FatPerPortion': '7.00', 'FatPerUnit': '2.86', 'KcalPerPortion': '155.00', 'KcalPerUnit': '63.27'}","{'porkkanaa': {'Unit': '', 'Amount': '2-3'}, 'palsternakkaa': {'Unit': '', 'Amount': '2'}, 'perunaa': {'Unit': '', 'Amount': '4'}, 'juuriselleriä': {'Unit': 'g', 'Amount': '100'}, 'valkosipulinkynsi': {'Unit': '', 'Amount': '1'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'rkl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'omenaa': {'Unit': '', 'Amount': '2-3'}, 'Pirkka maustekurkkuviipaleita': {'Unit': 'dl', 'Amount': '2'}, 'punasipuli': {'Unit': '', 'Amount': '1'}, 'ruohosipulia hienonnettuna': {'Unit': 'ruukku', 'Amount': '1'}, 'Pirkka laktoositonta kermaviiliä': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka kapriksia hienonnettuna': {'Unit': 'rkl', 'Amount': '2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}}"
Avokado-katkarapurieskaset,190,g,8,"{'CarbohydratePerPortion': '17.00', 'CarbohydratePerUnit': '8.95', 'ProteinPerPortion': '11.00', 'ProteinPerUnit': '5.79', 'FatPerPortion': '19.00', 'FatPerUnit': '10.00', 'KcalPerPortion': '280.00', 'KcalPerUnit': '147.37'}","{'Lapin ohra- tai perunarieskasia': {'Unit': 'pkt', 'Amount': '1'}, 'K-Menu voi+kasviöljylevitettä': {'Unit': 'rkl', 'Amount': '1'}, 'tilliä hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka jääsalaattia': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka syöntikypsää avokadoa': {'Unit': '', 'Amount': '2'}, 'sitruunanmehua': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka isoja katkarapuja (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka turkkilaista jogurttia': {'Unit': 'tlk', 'Amount': '1'}, 'kurkkua': {'Unit': '', 'Amount': '1/3'}, 'kevätsipulia': {'Unit': '', 'Amount': '2-3'}, 'hunajaa': {'Unit': 'tl', 'Amount': '1'}}"
Parmesaanileipä,525,g,2,"{'CarbohydratePerUnit': '35.00', 'ProteinPerUnit': '9.00', 'FatPerUnit': '9.00', 'KcalPerUnit': '254.00'}","{'Pirkka Parhaat parmesaania': {'Unit': 'pkt', 'Amount': '1/2'}, 'vettä': {'Unit': 'dl', 'Amount': '5'}, 'suolaa': {'Unit': 'tl', 'Amount': '1 1/2'}, 'juoksevaa hunajaa': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka kuivahiivaa': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka hiivaleipävehnäjauhoja': {'Unit': 'dl', 'Amount': '4'}, 'Pirkka kaurahiutaleita': {'Unit': 'dl', 'Amount': '3'}, 'vehnäjauhoja': {'Unit': 'dl', 'Amount': 'n. 4'}, 'oliiviöljyä': {'Unit': 'dl', 'Amount': '1/2'}}"
Lammasborssikeitto,440,g,6,"{'CarbohydratePerPortion': '13.00', 'CarbohydratePerUnit': '2.95', 'ProteinPerPortion': '4.00', 'ProteinPerUnit': '0.91', 'FatPerPortion': '9.00', 'FatPerUnit': '2.05', 'KcalPerPortion': '150.00', 'KcalPerUnit': '34.09'}","{'karitsan jauhelihaa': {'Unit': 'g', 'Amount': '250'}, 'sipulia': {'Unit': '', 'Amount': '2'}, 'rypsiöljyä': {'Unit': 'rkl', 'Amount': '1-2'}, 'porkkanaa': {'Unit': '', 'Amount': '3'}, 'valkokaalia': {'Unit': '', 'Amount': '1/4'}, 'Pirkka lehtisellerin vartta': {'Unit': '', 'Amount': '3-4'}, 'vettä': {'Unit': 'l', 'Amount': '1 1/4'}, 'lihafondia': {'Unit': 'rkl', 'Amount': '3'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka etikkapunajuurta': {'Unit': '', 'Amount': '4-5'}, 'punajuuritölkin lientä': {'Unit': 'dl', 'Amount': '1'}, 'tuoretta meiramia hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka turkkilaista jogurttia': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka kapriksia (pieniä)': {'Unit': 'tlk', 'Amount': '1'}}"
Kirjolohi-mangoceviche,255,g,5,"{'CarbohydratePerPortion': '13.00', 'CarbohydratePerUnit': '5.10', 'ProteinPerPortion': '7.00', 'ProteinPerUnit': '2.75', 'FatPerPortion': '13.00', 'FatPerUnit': '5.10', 'KcalPerPortion': '195.00', 'KcalPerUnit': '76.47'}","{'graavikirjolohta viipaleina': {'Unit': 'pkt', 'Amount': '1'}, 'punasipulia': {'Unit': '', 'Amount': '1/2'}, 'Pirkka mieto punainen chili': {'Unit': '', 'Amount': '1/2'}, 'sitruunan raastettu kuori ja mehu': {'Unit': '', 'Amount': '1/2'}, 'limetin mehu': {'Unit': '', 'Amount': '1'}, 'oliiviöljyä': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka syöntikypsä mango': {'Unit': '', 'Amount': '1'}, 'kurkku': {'Unit': '', 'Amount': '1'}, 'Pirkka kirsikkatomaatteja': {'Unit': 'rs', 'Amount': '1'}, 'korianteria hienonnettuna': {'Unit': 'dl', 'Amount': '1'}}"
