name,size,unit,portions,nutrition,ingredients
Mehevä uunikirjolohi,245,g,4,"{'CarbohydratePerPortion': '6.00', 'CarbohydratePerUnit': '2.45', 'ProteinPerPortion': '53.00', 'ProteinPerUnit': '21.63', 'FatPerPortion': '48.00', 'FatPerUnit': '19.59', 'KcalPerPortion': '405.00', 'KcalPerUnit': '165.31'}","{'Pirkka kirjolohifilee (sis. suolaa 1 %)': {'Unit': '', 'Amount': '1'}, 'purjo': {'Unit': '', 'Amount': '1'}, 'siitakesieniä': {'Unit': 'rs', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka ruokakermaa': {'Unit': 'tlk', 'Amount': '1'}, 'tilliä hienonnettuna': {'Unit': 'tl', 'Amount': '1/2'}, 'Dijon sinappia': {'Unit': 'rkl', 'Amount': '1/2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}}"
Mummin hapankaalipiirakka,135,g,12,"{'CarbohydratePerPortion': '22.00', 'CarbohydratePerUnit': '16.30', 'ProteinPerPortion': '5.00', 'ProteinPerUnit': '3.70', 'FatPerPortion': '17.00', 'FatPerUnit': '12.59', 'KcalPerPortion': '260.00', 'KcalPerUnit': '192.59'}","{'voita': {'Unit': 'g', 'Amount': '200'}, 'Pirkka hiivaleipävehnäjauhoja': {'Unit': 'dl', 'Amount': '4'}, 'Pirkka perunasosejauhetta (105 g)': {'Unit': 'pkt', 'Amount': '1/2'}, 'kylmää vettä': {'Unit': 'dl', 'Amount': '2'}, 'purjoa': {'Unit': '', 'Amount': '1/2'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka hapankaalia': {'Unit': 'rs', 'Amount': '1'}, 'omenaa (kotimaisia tai Royal Gala)': {'Unit': '', 'Amount': '2-3'}, 'vettä tai omenatäysmehua': {'Unit': 'dl', 'Amount': '1'}, 'lihafondia': {'Unit': 'rkl', 'Amount': '2'}, 'meiramia': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka Kevyt  kermaviiliä': {'Unit': 'prk', 'Amount': '1'}, 'kananmuna': {'Unit': '', 'Amount': '1'}}"
Raikastetut mangot,150,g,4,"{'CarbohydratePerPortion': '15.68', 'CarbohydratePerUnit': '10.45', 'ProteinPerPortion': '1.47', 'ProteinPerUnit': '0.98', 'FatPerPortion': '0.61', 'FatPerUnit': '0.41', 'KcalPerPortion': '84.14', 'KcalPerUnit': '56.09'}","{'Pirkka syöntikypsää mangoa': {'Unit': '', 'Amount': '2'}, 'limettiä': {'Unit': '', 'Amount': '1/2'}}"
Italialainen pasta,330,g,5,"{'CarbohydratePerPortion': '31.00', 'CarbohydratePerUnit': '9.39', 'ProteinPerPortion': '22.00', 'ProteinPerUnit': '6.67', 'FatPerPortion': '30.00', 'FatPerUnit': '9.09', 'KcalPerPortion': '485.00', 'KcalPerUnit': '146.97'}","{'iso purjo': {'Unit': '', 'Amount': '1'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '3-4'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'rkl', 'Amount': '3'}, 'paprikaa (keltainen ja punainen)': {'Unit': '', 'Amount': '2'}, 'Pirkka aurinkokuivattua kirsikkatomaattia': {'Unit': 'dl', 'Amount': '1'}, 'mustia kivettömiä oliiveja': {'Unit': 'dl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'tuoretta basilikaa hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'valkoista balsamiviinietikkaa': {'Unit': 'rkl', 'Amount': '3'}, 'Pirkka mozzarellapalloja 17 %': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka Parhaat parmankinkkua': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka rucolaa': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka täysjyväspagettia': {'Unit': 'g', 'Amount': '200'}, 'Pirkka Parhaat parmesaania raastettuna': {'Unit': 'g', 'Amount': '50'}}"
Pesto-munakoisot ja broilerinfileepihvit,,g,3-4,"{'CarbohydratePerUnit': '1.76', 'ProteinPerUnit': '13.79', 'FatPerUnit': '12.77', 'KcalPerUnit': '177.18'}","{'munakoiso': {'Unit': '', 'Amount': '1'}, 'Pirkka Parhaat vuohenjuustoa': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka vihreää pestoa': {'Unit': 'rkl', 'Amount': 'n. 3'}, 'Pirkka hunajamarinoituja broilerin ohutleikkeitä': {'Unit': 'rs', 'Amount': '1'}}"
Paistetut herkkusienet,,g,4,"{'CarbohydratePerUnit': '3.53', 'ProteinPerUnit': '2.41', 'FatPerUnit': '3.50', 'KcalPerUnit': '56.33'}","{'valkoisia tai ruskeita herkkusieniä': {'Unit': 'rs', 'Amount': '1'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'voita tai öljyä': {'Unit': 'rkl', 'Amount': '1-2'}, 'tuoretta timjamia hienonnettuna': {'Unit': 'rkl', 'Amount': '1-2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}}"
Värikäs coleslaw,,g,n. 10,"{'CarbohydratePerUnit': '4.84', 'ProteinPerUnit': '1.43', 'FatPerUnit': '3.32', 'KcalPerUnit': '56.73'}","{'Pirkka valkokaalia': {'Unit': 'g', 'Amount': 'n. 400'}, 'Pirkka porkkana': {'Unit': '', 'Amount': '1'}, 'punainen paprika': {'Unit': '', 'Amount': '1'}, 'punasipuli': {'Unit': '', 'Amount': '1'}, 'Pirkka Kevyt kermaviiliä': {'Unit': 'prk', 'Amount': '1'}, 'Pirkka Kevyt majoneesia': {'Unit': 'dl', 'Amount': '1/2'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka tulista sinappia': {'Unit': 'rkl', 'Amount': '1'}}"
Välimeren pinaatti,,g,n. 12,"{'CarbohydratePerUnit': '6.39', 'ProteinPerUnit': '3.00', 'FatPerUnit': '10.42', 'KcalPerUnit': '134.86'}","{'tuoretta pinaattia': {'Unit': 'rs', 'Amount': '1'}, 'valkosipulinkynsi': {'Unit': '', 'Amount': '1'}, 'Pirkka pinjansiemeniä': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'rkl', 'Amount': '1-2'}, 'rusinoita': {'Unit': 'rkl', 'Amount': '2'}}"
Ruishampurilaiset,,g,6,"{'CarbohydratePerUnit': '17.99', 'ProteinPerUnit': '9.28', 'FatPerUnit': '11.43', 'KcalPerUnit': '215.45'}","{'ruispalaleipää': {'Unit': '', 'Amount': '6'}, 'kypsää jauhelihapihviä': {'Unit': '', 'Amount': '6'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'tomaattia': {'Unit': '', 'Amount': '2'}, 'Pirkka aioli valkosipulimajoneesia': {'Unit': 'dl', 'Amount': 'n. 1'}, 'Pirkka sulatejuustoviipaletta': {'Unit': '', 'Amount': '6'}, 'Pirkka sinappikurkkusalaattia': {'Unit': 'dl', 'Amount': 'n. 1'}}"
Juustoinen jauhelihapiirakka,200,g,8,"{'CarbohydratePerPortion': '22.02', 'CarbohydratePerUnit': '11.01', 'ProteinPerPortion': '20.92', 'ProteinPerUnit': '10.46', 'FatPerPortion': '23.10', 'FatPerUnit': '11.55', 'KcalPerPortion': '378.08', 'KcalPerUnit': '189.04'}","{'Pirkka piirakkataikinaa (pakaste)': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka naudan jauhelihaa (10 %)': {'Unit': 'g', 'Amount': '400'}, 'paprika': {'Unit': '', 'Amount': '1'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'timjamia': {'Unit': 'tl', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '3/4'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'Pirkka säilykemaissia': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka sinihomejuustomurua': {'Unit': 'ps', 'Amount': '1/2'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'Pirkka Kevyt kermaviiliä': {'Unit': 'prk', 'Amount': '1'}, 'Pirkka emmental-mozzarellajuustoraastetta': {'Unit': 'dl', 'Amount': '1 1/2'}}"
"Köyhät ritarit, mustikkahillo ja kookoskermavaahto",115,g,12,"{'CarbohydratePerPortion': '29.00', 'CarbohydratePerUnit': '25.22', 'ProteinPerPortion': '6.00', 'ProteinPerUnit': '5.22', 'FatPerPortion': '17.00', 'FatPerUnit': '14.78', 'KcalPerPortion': '295.00', 'KcalPerUnit': '256.52'}","{'Pirkka voipitko': {'Unit': '', 'Amount': '1'}, 'Pirkka kookosmaitoa': {'Unit': 'tlk', 'Amount': '1'}, 'kananmunaa': {'Unit': '', 'Amount': '2'}, 'sokeria': {'Unit': 'tl', 'Amount': '2'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka mustikoita, pakaste': {'Unit': 'ps', 'Amount': '1/2'}, 'perunajauhoja': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka laktoositonta vispikermaa': {'Unit': 'tlk', 'Amount': '1'}, 'kookoshiutaleita': {'Unit': 'rkl', 'Amount': '1'}}"
Ratatouillegratiini ja broilerinuijat,440,g,4,"{'CarbohydratePerPortion': '20.00', 'CarbohydratePerUnit': '4.55', 'ProteinPerPortion': '40.00', 'ProteinPerUnit': '9.09', 'FatPerPortion': '34.00', 'FatPerUnit': '7.73', 'KcalPerPortion': '540.00', 'KcalPerUnit': '122.73'}","{'kesäkurpitsa': {'Unit': '', 'Amount': '1'}, 'munakoiso': {'Unit': '', 'Amount': '1/2'}, 'tomaattia': {'Unit': '', 'Amount': '4'}, 'sipulia': {'Unit': '', 'Amount': '2'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '2'}, 'punainen paprika': {'Unit': '', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'basilikaa': {'Unit': 'tl', 'Amount': '1'}, 'anjovisfileetä': {'Unit': '', 'Amount': '5'}, 'Pirkka rypsiöljyä': {'Unit': 'dl', 'Amount': '3/4'}, 'Pirkka korppujauhoja': {'Unit': 'dl', 'Amount': '1/2'}, 'Pirkka Parhaat parmesaania raastettuna': {'Unit': 'dl', 'Amount': '2'}, 'broilerin koipipaloja, maustamaton': {'Unit': 'g', 'Amount': 'n. 600'}}"
Siskonmakkarapyttis,355,g,4-5,"{'CarbohydratePerPortion': '23.00', 'CarbohydratePerUnit': '6.48', 'ProteinPerPortion': '18.00', 'ProteinPerUnit': '5.07', 'FatPerPortion': '29.00', 'FatPerUnit': '8.17', 'KcalPerPortion': '425.00', 'KcalPerUnit': '119.72'}","{'kesäkurpitsa': {'Unit': '', 'Amount': '1'}, 'perunaa keitettynä (vihreä tai keltainen pussi)': {'Unit': '', 'Amount': '6'}, 'nippusipulia varsineen': {'Unit': '', 'Amount': '3'}, 'punainen paprika': {'Unit': '', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'siskonmakkaroita': {'Unit': 'pkt', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'Pirkka basilikaa hienonnettuna': {'Unit': 'dl', 'Amount': '1'}}"
Mangoinen porkkanapiirakka,180,g,12,"{'CarbohydratePerPortion': '67.66', 'CarbohydratePerUnit': '37.59', 'ProteinPerPortion': '7.79', 'ProteinPerUnit': '4.33', 'FatPerPortion': '23.47', 'FatPerUnit': '13.04', 'KcalPerPortion': '512.42', 'KcalPerUnit': '284.68'}","{'Pirkka porkkanoita (n. 6 dl hienona raasteena)': {'Unit': 'g', 'Amount': '350'}, 'Pirkka voita': {'Unit': 'g', 'Amount': '150'}, 'kananmunaa': {'Unit': '', 'Amount': '3'}, 'fariinisokeria': {'Unit': 'dl', 'Amount': '1 1/2'}, 'sokeria': {'Unit': 'dl', 'Amount': '1 1/2'}, 'Pirkka vehnäjauhoja': {'Unit': 'dl', 'Amount': '3 1/2'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '2'}, 'kanelia': {'Unit': 'tl', 'Amount': '2'}, 'pomeranssinkuorta': {'Unit': 'tl', 'Amount': '1'}, 'inkivääriä': {'Unit': 'tl', 'Amount': '1/2'}, 'neilikkaa': {'Unit': 'tl', 'Amount': '1/4'}, 'Valio Viola mangotuorejuustoa, laktoositon': {'Unit': 'rs', 'Amount': '1'}, 'tomusokeria': {'Unit': 'dl', 'Amount': '1'}, 'kuivattuja hedelmiä': {'Unit': 'g', 'Amount': '100'}}"
Uppomunat salaattipedillä,270,g,4,"{'CarbohydratePerPortion': '4.00', 'CarbohydratePerUnit': '1.48', 'ProteinPerPortion': '18.00', 'ProteinPerUnit': '6.67', 'FatPerPortion': '17.00', 'FatPerUnit': '6.30', 'KcalPerPortion': '240.00', 'KcalPerUnit': '88.89'}","{'kananmunaa': {'Unit': '', 'Amount': '4'}, 'vettä': {'Unit': 'l', 'Amount': '2'}, 'väkiviinaetikkaa': {'Unit': 'dl', 'Amount': '1'}, 'salaattisekoitusta': {'Unit': 'ps', 'Amount': '1'}, 'parsakaali': {'Unit': '', 'Amount': '1'}, 'kirsikkatomaatteja': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka Parhaat Schwarzwaldin kinkkua': {'Unit': 'pkt', 'Amount': '1'}, 'oliiviöljyä': {'Unit': 'rkl', 'Amount': '2'}, 'balsamiviinietikkaa': {'Unit': 'rkl', 'Amount': '1'}}"
Tuoretomaattikeitto,370,g,4,"{'CarbohydratePerPortion': '13.00', 'CarbohydratePerUnit': '3.51', 'ProteinPerPortion': '9.00', 'ProteinPerUnit': '2.43', 'FatPerPortion': '14.00', 'FatPerUnit': '3.78', 'KcalPerPortion': '215.00', 'KcalPerUnit': '58.11'}","{'kypsiä tomaatteja': {'Unit': 'kg', 'Amount': '1'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '2'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'rkl', 'Amount': '1'}, 'Pirkka tomaattisosetta': {'Unit': 'rkl', 'Amount': '2'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka ruokakermaa (10 %)': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka emmental-mozzarellajuustoraastetta': {'Unit': 'ps', 'Amount': '1/2'}, 'persiljaa hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'punasipuli': {'Unit': '', 'Amount': '1'}}"
Grillijuusto-vadelmasalaatti,235,g,5,"{'CarbohydratePerPortion': '7.00', 'CarbohydratePerUnit': '2.86', 'ProteinPerPortion': '14.00', 'ProteinPerUnit': '5.71', 'FatPerPortion': '20.00', 'FatPerUnit': '8.16', 'KcalPerPortion': '260.00', 'KcalPerUnit': '106.12'}","{'Pirkka grillijuustoa': {'Unit': 'pkt', 'Amount': '1'}, 'vesimelonia': {'Unit': 'g', 'Amount': 'n. 500'}, 'kurkkua': {'Unit': '', 'Amount': '1/2'}, 'Pirkka jääsalaattia': {'Unit': 'ps', 'Amount': '1'}, 'Pirkka basilikaa (tuore)': {'Unit': 'ruukkua', 'Amount': '1/2'}, 'tuoreita vadelmia': {'Unit': 'g', 'Amount': '150'}, 'Pirkka ekstra-neitsytoliiviöljyä': {'Unit': 'rkl', 'Amount': '1'}, 'valkoista balsamiviinietikkaa': {'Unit': 'rkl', 'Amount': '1'}}"
"Ahvenfileitä, kantarellimuhennosta ja katkarapuja",365,g,3,"{'CarbohydratePerPortion': '11.10', 'CarbohydratePerUnit': '3.04', 'ProteinPerPortion': '27.38', 'ProteinPerUnit': '7.50', 'FatPerPortion': '19.75', 'FatPerUnit': '5.41', 'KcalPerPortion': '335.80', 'KcalPerUnit': '92.00'}","{'ahvenfileitä': {'Unit': 'g', 'Amount': '300'}, 'voita': {'Unit': 'rkl', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'kantarelleja': {'Unit': 'g', 'Amount': 'n. 200'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'vehnäjauhoja': {'Unit': 'rkl', 'Amount': '2'}, 'vettä': {'Unit': 'dl', 'Amount': 'n. 1'}, 'Pirkka kevytkermaa': {'Unit': 'tlk', 'Amount': '1'}, 'sherryä tai balsamiviinietikkaa': {'Unit': 'rkl', 'Amount': '1/2-1'}, 'persiljaa hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'katkarapuja (pakaste)': {'Unit': 'ps', 'Amount': '1'}, 'tilliä hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'sitruunan kuori raastettuna': {'Unit': '', 'Amount': '1/2'}}"
Vuohenjuustoiset porkkanat,215,g,4,"{'CarbohydratePerPortion': '16.00', 'CarbohydratePerUnit': '7.44', 'ProteinPerPortion': '16.00', 'ProteinPerUnit': '7.44', 'FatPerPortion': '19.00', 'FatPerUnit': '8.84', 'KcalPerPortion': '300.00', 'KcalPerUnit': '139.53'}","{'pieniä porkkanoita': {'Unit': 'g', 'Amount': 'n. 400'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1-2'}, 'juustokuminaa (Santa Maria)': {'Unit': 'tl', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/4'}, 'Pirkka kikherneitä': {'Unit': 'tlk', 'Amount': '1'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '1 1/2'}, 'sitruunan raastettua kuorta': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka Parhaat vuohenjuustoa': {'Unit': 'pkt', 'Amount': '1'}, 'tuoretta oreganoa hienonnettuna': {'Unit': 'rkl', 'Amount': '2-3'}}"
Thailohi,190,g,4,"{'CarbohydratePerPortion': '3.00', 'CarbohydratePerUnit': '1.58', 'ProteinPerPortion': '30.00', 'ProteinPerUnit': '15.79', 'FatPerPortion': '22.00', 'FatPerUnit': '11.58', 'KcalPerPortion': '325.00', 'KcalPerUnit': '171.05'}","{'Pirkka kirjolohifileetä (sis. suolaa 1 %)': {'Unit': '', 'Amount': '1'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '2'}, 'Pirkka mieto punainen chili': {'Unit': '', 'Amount': '1'}, 'korianteria hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'seesamiöljyä (paahdettua)': {'Unit': 'rkl', 'Amount': '1'}, 'juoksevaa hunajaa': {'Unit': 'rkl', 'Amount': '1/2'}, 'Pirkka kalakastiketta': {'Unit': 'rkl', 'Amount': '1/2'}, 'kurkkua': {'Unit': '', 'Amount': '1/2'}}"
Broileriquesadillat,365,g,4,"{'CarbohydratePerPortion': '60.00', 'CarbohydratePerUnit': '16.44', 'ProteinPerPortion': '42.00', 'ProteinPerUnit': '11.51', 'FatPerPortion': '35.00', 'FatPerUnit': '9.59', 'KcalPerPortion': '730.00', 'KcalPerUnit': '200.00'}","{'Pirkka hunajamarinoituja broilerin fileesuikaleita': {'Unit': 'rs', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '2'}, 'Pirkka vehnätortilloja': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka maustamatonta tuorejuustoa': {'Unit': 'rkl', 'Amount': '4'}, 'Pirkka emmental-mozzarellajuustoraastetta': {'Unit': 'ps', 'Amount': '1'}, 'keltainen paprika': {'Unit': '', 'Amount': '1'}, 'punainen paprika': {'Unit': '', 'Amount': '1'}, 'Pirkka makeaa chilikastiketta': {'Unit': 'rkl', 'Amount': '4'}, 'rucolaa': {'Unit': 'g', 'Amount': '50'}}"
Jauhelihakastike itämaisittain,210,g,4,"{'CarbohydratePerPortion': '4.00', 'CarbohydratePerUnit': '1.90', 'ProteinPerPortion': '22.00', 'ProteinPerUnit': '10.48', 'FatPerPortion': '13.00', 'FatPerUnit': '6.19', 'KcalPerPortion': '225.00', 'KcalPerUnit': '107.14'}","{'Pirkka naudan jauhelihaa (10 %)': {'Unit': 'rs', 'Amount': '1'}, 'öljyä': {'Unit': 'rkl', 'Amount': '1'}, 'valkosipulinkynttä': {'Unit': '', 'Amount': '3'}, 'sipuli': {'Unit': '', 'Amount': '1'}, 'chilijauhetta': {'Unit': 'tl', 'Amount': '1/2'}, 'kurkumaa': {'Unit': 'tl', 'Amount': '1/4'}, 'juustokuminaa': {'Unit': 'tl', 'Amount': '1'}, 'garam masala -mausteseosta': {'Unit': 'tl', 'Amount': '3/4'}, 'Pirkka paseerattua tomaattia': {'Unit': 'tlk', 'Amount': '1/2'}, 'suolaa': {'Unit': 'tl', 'Amount': 'n. 1/2'}, 'Pirkka turkkilaista jogurttia': {'Unit': 'dl', 'Amount': '1'}, 'tuoretta korianteria hienonnettuna': {'Unit': 'dl', 'Amount': '1'}}"
Mustaherukkavaahto,170,g,5,"{'CarbohydratePerPortion': '27.00', 'CarbohydratePerUnit': '15.88', 'ProteinPerPortion': '3.00', 'ProteinPerUnit': '1.76', 'FatPerPortion': '1.00', 'FatPerUnit': '0.59', 'KcalPerPortion': '130.00', 'KcalPerUnit': '76.47'}","{'vettä': {'Unit': 'dl', 'Amount': '5'}, 'Pirkka ruisjauhoja': {'Unit': 'dl', 'Amount': '2'}, 'mustaherukoita': {'Unit': 'dl', 'Amount': '4'}, 'sokeria': {'Unit': 'dl', 'Amount': '3/4'}}"
Punaherukka-marenkitorttu,110,g,10,"{'CarbohydratePerPortion': '33.00', 'CarbohydratePerUnit': '30.00', 'ProteinPerPortion': '5.00', 'ProteinPerUnit': '4.55', 'FatPerPortion': '15.00', 'FatPerUnit': '13.64', 'KcalPerPortion': '290.00', 'KcalPerUnit': '263.64'}","{'vehnäjauhoja': {'Unit': 'dl', 'Amount': '2'}, 'sokeria': {'Unit': 'dl', 'Amount': '1'}, 'vanilliinisokeria': {'Unit': 'tl', 'Amount': '1'}, 'leivinjauhetta': {'Unit': 'tl', 'Amount': '1'}, 'Pirkka voita': {'Unit': 'g', 'Amount': '100'}, 'kananmunan keltuainen': {'Unit': '', 'Amount': '1'}, 'punaherukoita': {'Unit': 'dl', 'Amount': '7'}, 'vettä': {'Unit': 'dl', 'Amount': '1'}, 'maissitärkkelystä (Maizena)': {'Unit': 'rkl', 'Amount': '4'}, 'kananmunan keltuaista': {'Unit': '', 'Amount': '3'}, 'voita': {'Unit': 'rkl', 'Amount': '1'}, 'kananmunan valkuaista': {'Unit': '', 'Amount': '4'}, 'Pirkka mantelilastuja': {'Unit': 'dl', 'Amount': '1/2'}}"
Frikadellipasta,405,g,4,"{'CarbohydratePerPortion': '48.00', 'CarbohydratePerUnit': '11.85', 'ProteinPerPortion': '29.00', 'ProteinPerUnit': '7.16', 'FatPerPortion': '17.00', 'FatPerUnit': '4.20', 'KcalPerPortion': '465.00', 'KcalPerUnit': '114.81'}","{'Pirkka naudan vähärasvaista jauhelihaa': {'Unit': 'pkt', 'Amount': '1'}, 'Pirkka korppujauhoja': {'Unit': 'dl', 'Amount': '1/2'}, 'ruokakermaa tai vettä': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka Luomu kananmuna': {'Unit': '', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1/2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'Pirkka Parhaat Verdure pastakastiketta': {'Unit': 'tlk', 'Amount': '1'}, 'Pirkka täysjyvä fusillipastaa': {'Unit': 'pkt', 'Amount': '1/2'}, 'Pirkka Parhaat parmesaania raastettuna': {'Unit': 'g', 'Amount': '50'}, 'Pirkka kirsikkatomaatteja': {'Unit': 'rs', 'Amount': '1'}}"
Yrttiset vihannessämpylät,125,g,12,"{'CarbohydratePerPortion': '33.00', 'CarbohydratePerUnit': '26.40', 'ProteinPerPortion': '8.00', 'ProteinPerUnit': '6.40', 'FatPerPortion': '9.00', 'FatPerUnit': '7.20', 'KcalPerPortion': '245.00', 'KcalPerUnit': '196.00'}","{'vettä': {'Unit': 'dl', 'Amount': '5'}, 'hiivaa': {'Unit': 'pkt', 'Amount': '1'}, 'oliiviöljyä': {'Unit': 'dl', 'Amount': '1/2'}, 'vaaleaa siirappia': {'Unit': 'rkl', 'Amount': '1'}, 'suolaa': {'Unit': 'tl', 'Amount': '1 1/2'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'Pirkka kaurahiutaleita': {'Unit': 'dl', 'Amount': '2'}, 'Pirkka hiivaleipävehnäjauhoja': {'Unit': 'dl', 'Amount': 'n. 10'}, 'Pirkka mustia oliiveja (kivettömiä)': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka aurinkokuivattuja tomaatteja hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'pieni punasipuli': {'Unit': '', 'Amount': '1'}, 'punaista paprikaa': {'Unit': '', 'Amount': '1/2'}, 'tuoretta fenkolia': {'Unit': '', 'Amount': '1/4'}, 'ruohosipulia hienonnettuna': {'Unit': 'dl', 'Amount': '1'}, 'tuoretta timjamia hienonnettuna': {'Unit': 'dl', 'Amount': '1/2'}, 'oksaa tuoretta rosmariinia hienonnettuna': {'Unit': '', 'Amount': '3'}}"
Lämmin kaalisalaatti ja possupihvit,360,g,5,"{'CarbohydratePerPortion': '13.00', 'CarbohydratePerUnit': '3.61', 'ProteinPerPortion': '28.00', 'ProteinPerUnit': '7.78', 'FatPerPortion': '22.00', 'FatPerUnit': '6.11', 'KcalPerPortion': '365.00', 'KcalPerUnit': '101.39'}","{'Pirkka porsaan sisäfileetä, marinoimaton': {'Unit': 'pkt', 'Amount': '1'}, 'rypsiöljyä': {'Unit': 'rkl', 'Amount': '2'}, 'suolaa': {'Unit': 'tl', 'Amount': '1'}, 'mustapippuria': {'Unit': 'tl', 'Amount': '1/2'}, 'valkokaalia': {'Unit': 'kg', 'Amount': 'n. 3/4'}, 'porkkanaa': {'Unit': '', 'Amount': '2-3'}, 'nippusipulia varsineen': {'Unit': '', 'Amount': '2-3'}, 'omena (Golden Delicious)': {'Unit': '', 'Amount': '1'}, 'Pirkka mieto punainen chili': {'Unit': '', 'Amount': '1'}, 'inkivääritahnaa': {'Unit': 'rkl', 'Amount': '1'}, 'seesamiöljyä': {'Unit': 'rkl', 'Amount': '2'}, 'sitruunanmehua': {'Unit': 'rkl', 'Amount': '2'}, 'omenamehua': {'Unit': 'dl', 'Amount': '1'}, 'korianteria hienonnettuna': {'Unit': 'ruukku', 'Amount': '1'}}"
Kuningatar-keksikakku,130,g,10,"{'CarbohydratePerPortion': '24.87', 'CarbohydratePerUnit': '19.13', 'ProteinPerPortion': '6.62', 'ProteinPerUnit': '5.09', 'FatPerPortion': '20.01', 'FatPerUnit': '15.39', 'KcalPerPortion': '308.75', 'KcalPerUnit': '237.50'}","{'Pirkka murotaikinaa (pakaste)': {'Unit': 'pkt', 'Amount': '1'}, 'mantelirouhetta': {'Unit': 'dl', 'Amount': '1'}, 'Pirkka laktoositonta vispikermaa': {'Unit': 'tlk', 'Amount': '1'}, 'Valio maustettua rahkaa, kuningatar': {'Unit': 'tlk', 'Amount': '2'}, 'Pirkka vadelmia (tuoreita)': {'Unit': 'rs', 'Amount': '1'}, 'Pirkka pensasmustikoita (tuoreita)': {'Unit': 'rs', 'Amount': '1'}}"
